Textid,ChnText,EngText,Chn_Sentiment,Eng_Sentiment
820,这正是黎明前最黑暗的时候，月亮已经西沉，乌云自西向东，像帷幕一样遮住了夜空，大地像是浸在墨汁中一般。,"It was the darkest hour before dawn: The moon had already set, and dark clouds, like a curtain, veiled the sky from west to east.",-1,-1
821,这是最后一次提示。,This is your last prompt.,0,0
822,现在，这目光与他的成熟融合在一起，像穿过光年距离的阳光，让她沉浸在温暖和幸福中。,"Now, his gaze was infused with his maturity, and the sunlight crossed light-years to submerge her in warmth and happiness.",1,1
823,“你一个人去，怎样让深水王子相信你？”,"“If you go alone, how can you make Prince Deep Water believe you?”",0,0
824,在四环之前，环内的舱室都是与环一起整体建造的，但从五环开始，环本身只提供了一个建设空间，环内的建筑设施都是后来规划建设的，显示出丰富的多样性。,"Before the fourth ring, the cabins in the rings were integrated into the structure of the rings, but starting with the fifth ring, the rings only provided construction spaces, and the buildings in the rings were planned and constructed later as additional fixtures, showing a rich variety of styles.",0,0
825,"“肥皂泡——这个四维碎块有多大？”
“在三维空间谈四维的大小没有意义，我们只能说碎块在三维的投影有多大。","“The soap bubble—uh, four-dimensional fragment—how big is it?”

“Talking about the size of four-dimensional space from three-dimensional space is kind of meaningless.",0,0
826,她认为创造联合国新纪元的机会已经到来，主张改变联合国的大国联席会议和国际论坛的性质，使其成为一个独立的政治实体，并拥有对太阳系防御体系建设的实质性领导权。,"She believed that the time for a new UN had arrived and advocated transforming the institution from what was little more than a meeting place for the great powers and an international forum, into an independent political body with the power to genuinely direct the construction of the Solar System’s defenses.",0,0
827,接着，有无数雪花状的亮点从球体内部浮上来，在球面上形成一片闪动的光斑。,"Next, countless snowflake-like bright spots floated up from deep within the sphere, forming a flickering pattern on the surface.",0,0
828,疏散速度会越来越快，不过所有移民要全部离开澳大利亚，还得三到六个月时间吧。,"The process will get faster over time, but moving all the refugees out of Australia will take three to six months.",0,0
829,这是一个伟大的壮举，可以和原始人类在几万年前走出非洲相比。,"This is a tremendous accomplishment, comparable to the walk out of Africa by your ancestors tens of thousands of years ago.",1,1
830,"“可……”
“你是不是以为，生命只是地球表面一层薄薄的、软软的、稀稀拉拉的、脆弱的东西？”","“But—”

“Do you think life is nothing but a fragile, thin, soft shell clinging to the surface of this planet?”

",0,0
831,三个世纪后，她终于有机会为爱做些事了。,"Three centuries later, she was finally ready to do something for love.",1,1
832,二十年前，深水去岛上钓鱼时，陪同他的有一名监护官、一名王宫老师、几名护卫和仆从。,"Twenty years ago, when Deep Water had gone to the island for fishing, he had brought with him a palace guardian, a royal tutor, and a few guards and servants.",0,0
833,“你知道什么是对的，也有勇气和责任心去做，这很了不起。”,"“You know what is right, and you have the courage and sense of duty to do it.",1,1
834,“你们的军队呢？！,“Where are your armies?,0,0
835,我甚至还出过一本选集，叫《地球的童话》，很受欢迎。,"I even put out a collection, Fairy Tales from Earth, which was very popular.",1,1
836,于是，这个自诞生以来就一直处于国际事务边缘的国家一跃成为人类世界的霸主。,"Thus, this country that had been on the periphery of international affairs since its birth became the hegemon of the world.",1,1
837,小船在平静的海面上前进，后面拖曳了一条长长的泡沫尾迹，像一道落在海上的白云带。,"The boat proceeded over the serene sea, dragging a long foamy wake like a wisp of cloud fallen to the sea.",0,0
838,“这是20世纪一位澳大利亚土著诗人的诗，他叫杰克·戴维斯。”,"“That’s the work of Jack Davis, an Aboriginal poet of the twentieth century.”",0,0
839,对这样超大规模的人口迁移和聚集，无论是联合国还是各国政府都毫无经验，各种巨大的困难和危险很快浮现出来。,"No one had any experience in dealing with resettlement at such a large scale, either in the national governments or the UN, and many difficulties and dangers soon surfaced.",0,0
840,“你拿这个干什么？”,“Why are you bringing this?”,0,0
841,现在乘坐任何航天飞行器都不再需要适应性训练，但考虑到她可能的不适，技术支持小组还是让她搭乘太空电梯。,"It no longer required special training to ride any space vehicles, but in consideration for her lack of experience, the technical support staff suggested that she ascend in the space elevator.",0,0
842,可你至少该洗洗脸的。”,But at least you can wash your face.”,-1,-1
843,“他为什么被流放到墓岛上？”,"“Why was he exiled to the island?”

“He wasn’t exiled.",0,0
844,"
两天后，在IDC委员会的会议上，主席宣布所有的专业小组都认可了对曲率驱动的解读。","Two days later, the IDC chair announced at a committee meeting that the heads of all the working groups had unanimously endorsed the curvature propulsion interpretation.",0,0
845,但当这项技术即将成为现实时，从社会学角度对它仅仅一瞥，就发现这可能是一个完全改变人类文明面貌的东西。,"But as soon as it became real, if one examined it through the lens of sociology, one could see that it would completely change the face of human civilization.",0,0
846,我的画只有画在雪浪纸上才有魔力。”,My magic is only effective when I paint on snow-wave paper.”,0,0
847,螺旋桨搅起的大风平息后，寂静笼罩着一切，只有鸟鸣从远方传来。,"After the turbulence from the propellers subsided, silence reigned over everything, pierced by occasional birdsong from far away.",0,0
848,发动机没有启动，聚变堆维持着最低功率运行，喷口只透出黯淡的红光，让他想起地球上的晚霞。,"The engine wasn’t on, and the fusion reactor was kept at minimal power so that the nozzles only showed a faint red glow, reminding him of the clouds back on Earth at dusk.",1,1
849,它们都在挪威的诺尔兰郡。”,Both are in Nordland County.”,0,0
850,以上两个系统都是以包括可见光在内的电磁波作为广播媒介。,"Both of these systems relied on electromagnetic radiation, including visible light, as the broadcast medium.",0,0
851,我派了二十个人监视他，每次五个轮班，从不同的角度死死盯着他。,"I had twenty men observe him, five men per watch, keeping him in their sight from different angles.",0,0
852,于是，越来越多的饕餮鱼从赫尔辛根默斯肯运到了王国。,"Thus, more and more glutton fish were shipped from He’ershingenmosiken to this kingdom.",0,0
853,“那些是什么？”,“What is that?!”,0,0
854,“你是说，如果没有生命，地球上连液态水都没有了？”,"“You’re saying that without life, liquid water would not exist on Earth?”",0,0
855,在这些阴暗的日子里，无数人早上醒来时都不相信自己真回到了现实。,"In those dark days, countless people woke up in the mornings incredulous that this was their reality.",-1,-1
856,无故事王国有一个贤明的国王、一个善良的王后和一群正直能干的大臣，还有勤劳朴实的人民。,"The Storyless Kingdom had a wise king, a kind queen, a group of just, capable ministers, and hardworking, honest common people.",0,0
857,“不是一点没有。,"“No, not everyone.",0,0
858,“你们这些废物！,“You useless things!,-1,-1
859,这是所有人都明白的一件事。,Everyone understood this.,0,0
860,也许，三体世界最初并不知道曲率驱动会留下航迹，在试验曲率引擎或光速飞船试航时在星系中意外产生了航迹；或者他们知道航迹的事，却因某种意外把航迹留在星系中。,"Perhaps the Trisolarans did not know initially that curvature propulsion would leave behind such trails, and the bubble was an accident created during engine tests or test flights; or perhaps they did know about the trails, but left them within the star system by mistake.",0,0
861,那个男友后来因此离开了她。,The boyfriend left her because of this.,0,0
862,“我们将在有生之年征服三体世界，并为人类开辟第二个太阳系！”,"“In our lifetimes, we will conquer Trisolaris and open up a second solar system for human colonization!”",1,1
863,如果是这样，三体世界从这个第三方文明中得到的可能不仅仅是技术知识，还有关于宇宙黑暗森林状态的重要信息。,"If so, Trisolarans might have not only received technological knowledge from this other civilization, but also important information about the condition of the dark forest in the universe.",0,0
864,历史上，三体文明在人类眼中的形象一直不断变化。,"Historically, Trisolaran civilization’s image changed continuously in the eyes of humankind.",0,0
865,试问，对于一个女人，还有什么比爱她的人送她一颗星星更幸福呢？,"For a woman, was there any greater happiness than to be given a star by someone who loved her?",1,1
866,云天明仍在为人类的利益而工作吗？,Was Yun Tianming still working for the interests of humanity?,0,0
867,在他执行使命之前有限的工作经历中，从事的也大多是基层事务性工作，没有高级科研经验，更不具备基础科学的理论能力。,"In his pre-mission life, he had mostly worked on routine, entry-level tasks, without any experience in conducting advanced scientific research or reasoning about novel fundamental scientific theories.",0,0
868,总的来说，这类测试十分严酷。,"Overall, the test was quite harsh.",-1,-1
869,这时，前面的大船上有人喊道：“禁卫军！”,"Someone in the big boat ahead called out, “The army!”",0,0
870,“你拿这个干什么？”,“What are you going to do?”,0,0
871,他们谈起了深水王子。,They talked about Prince Deep Water.,0,0
872,后来，人们问他最多的话就是：如果那一时刻真的到来，你会按下按钮吗？,"Later, he was asked this question many times: If that moment had really arrived, would you have pushed the button?",0,0
873,那真的只和我们有关。”,Those belong only to us.”,0,0
874,但没人知道另外六个水滴在哪里。,No one knew where the other six droplets had gone.,0,0
875,晚上，她长久地站在公寓的阳台上，看着夜空想象那颗星星的样子。,"She stood on the balcony of her apartment at night, gazing up at the sky and imagining her star.",0,0
876,西斜的太阳把建筑和树木的影子越拉越长，仿佛是许多只向他拢抱过来的怜悯的手臂。,"The setting sun stretched out the shadows of buildings and trees, like numerous arms extended toward him in pity.",-1,-1
877,在屏蔽力场中，任何电子设备都不能运行，所以室内没有任何信息窗口。,"No electronics could function within the force field, thus the room had no information windows at all.",0,0
878,“我知道这人。”,“I know.”,0,0
879,杀一个人是要被判死刑的，杀几个几十个更是如此，如果杀了几千几万人，那就罪该万死；但如果再多些，杀了几十万人呢？,Killing one person was murder; killing a few or dozens was more murder; so killing thousands or tens of thousands ought to be punished by putting the murderer to death a thousand times.,0,0
880,黑域计划还有一个好处，在三个选择中，只有它能使人类免除太空中的颠沛流离，长久生活在熟悉的地球世界。,"There was yet another advantage to the Black Domain Plan: Out of all three choices, it was the only plan that allowed humanity to continue to live on the familiar surface of the Earth and avoid an exile in space.",0,0
881,人们得知这一消息时，第一个反应就是，自己的祈祷得到了回应，拯救天使终于出现了。,"When the news became public, people’s first reaction was that their prayers had been answered: The angel of salvation had finally arrived.",1,1
882,她提出无偿放弃对DX3906的所有权，只保留那张证书作为纪念，但却被告知不行。,"She suggested that she could give up all claim of ownership over DX3906 and keep the deed only as a memento, but she was told that was unacceptable.",0,0
883,当然，这生活对杨冬来说，也只剩半条命了。,"Of course, for Yang, such a life would be only half a life.",0,0
884,她故意问出这样一个含糊的问题，有许多可能的解读，可以指他种了多长时间的地，或他的大脑被移植到克隆的身体中有多长时间，或阶梯飞行器被截获有多长时间，或任何别的含义，她想留给他足够的空间传递信息。,She deliberately asked an ambiguous question that could be interpreted many ways: how long he’d been planting; or how long his brain had been implanted in a cloned body; or how long ago the Staircase probe had been captured; or something else.,0,0
885,由于被摧毁的恒星与太阳在质量和星序上都十分相似，使人类有可能精确掌握太阳受到黑暗森林打击时灾变的数学模型。,"Since the star that was destroyed was very similar to the Sun in terms of mass and position in the main sequence, humanity could potentially create a precise mathematical model of the catastrophic failure of the Sun in the event of a dark forest strike.",0,0
886,“你怎么想到这一步？,“How did you know that?,0,0
887,“你拿这个干什么？”,“What are you doing here?”,0,0
888,PDC主席打破沉默郑重宣布。,The PDC chair broke the silence solemnly.,0,0
889,"1.星际逃亡计划：
技术上完全不可行。",Stellar Escape Plan: technically impossible.,0,0
890,如果为其寻找一个类比，在生物学上，相当于哺乳动物的远祖从海中爬上陆地；在宗教上，相当于亚当和夏娃被逐出伊甸园；而在历史和社会学上，根本找不到类比，人类文明所经历的一切与这一事件相比都微不足道。,"To give some imperfect analogies: In terms of biology, it was equivalent to the moment when the ancestors of mammals climbed from the ocean onto land; in terms of religion, it was akin to when Adam and Eve were banished from Eden; in terms of history and sociology...",0,0
891,拍卖其中的一小部分，对未来的宇宙开发不会有什么影响。,Auctioning off a small proportion of these would not affect the future of space development much.,0,0
892,“是的，皇上，我能杀了苏丹。”,"“Yes, I can kill the sultan.”",-1,-1
893,引力波天线体积巨大结构复杂，建设成本高昂，最终只建造了二十三台引力波发射器。,"The complex, gigantic antennas were extremely costly to manufacture, and in the end only twenty-three gravitational transmitters were built.",0,0
894,她身着雪白的超轻太空服，看上去纯净、年轻、美丽。,"She was dressed in a snow-white lightweight space suit, and she appeared pure, youthful, beautiful.",1,1
895,这艘飞船由拯救天使再次变成黑暗之船、魔鬼之船。,"From an angel of salvation, this ship again turned into a ship of darkness, a ship of devils.",-1,-1
896,她之所以选择活着，是不想逃避自己应该承担的东西，活下去就是对自己那巨大失误的最公平的惩罚，她必须接受。,"She had chosen to remain alive because she didn’t want to avoid what she needed to bear—her continued existence was the fairest punishment for her great error, and she accepted it.",0,0
897,以前，画师走路悄无声息，像灰鼠一般从地面滑过，但这一刻，冰沙听到他发出了吧嗒吧嗒的脚步声，像难以抑制的心跳。,"Before, the painter had always moved in complete silence, like a squirrel gliding across the floor, but now, Ice Sand heard the echoes of his loud steps, like a heartbeat that couldn’t be suppressed.",1,1
898,“这，卖得好吗？”,“Does it sell well?”,0,0
899,不过他仍然庆幸自己没有钻这个洞，谁知自己能不能完好无损地从另一侧出去？,But he was still glad that he hadn’t tried to go through the hole—who knew if he would emerge from the other side unharmed?,0,0
900,他们能够看到每一个舱室的内部，也能够看到舱中每一个封闭容器的内部；可以看到液体在错综复杂的管道中流动，看到舰尾核反应堆中核聚变的火球……,"They could see all the way to the stern, and all the way to the bow; they could see the inside of every cabin and every sealed container in the ship; they could see the liquid flowing through the maze of tubes, and the fiery ball of fusion in the reactor at the stern....",0,0
901,但那些秘密建造的恒星际飞船一旦完工，它们那些暴富的拥有者就可以长期躲在木星的背阳面了。,"But once these secret stellar ships were completed, their wealthy owners would be able to hide in the shadow of Jupiter indefinitely.",0,0
902,AA说着，把步枪扔到后座上，发动了飞行车。,AA tossed the rifle onto the backseat and started the flying car.,0,0
903,大移民期间，大部分国家都恢复了死刑，从澳大利亚返回后也并没有取消。,"During the Great Resettlement, many nations revived capital punishment, and this persisted even after the return from Australia.",0,0
904,不过这一次，你有可能救几十亿人。”,"But this time, you have a chance to save billions.”",0,0
905,于是她们买下了那块香皂。,And so they bought the bath soap.,0,0
906,在程心的潜意识中，她是一个守护者，不是毁灭者；她是一个女人，不是战士。,"In Cheng Xin’s subconscious, she was a protector, not a destroyer; she was a woman, not a warrior.",1,1
907,伞在他的手中稳稳地旋转着，像一个小小的穹顶遮住了一半夜空。,"The umbrella spun steadily in his hand, a tiny dome that blocked out half the sky.",0,0
908,画笔继续在这色彩的迷宫中游走，仿佛不是画师在运笔，而是画笔牵着他的手游移。,"The brush continued to glide through this maze of colors, as though the painter’s hand no longer guided it, but it was leading the painter’s hand.",0,0
909,常年深居王宫的公主从来没有见过这样大块大块的鲜艳色彩：森林草地和田野的大片绿色、花丛的大片鲜红和嫩黄、湖泊倒映着的清晨天空的银色、早出的羊群的雪白……太阳升起时，仿佛绘制这幅画的画师抓起一把金粉豪爽地撒向整个画面。,"The princess, who had always lived in the palace, had never seen such large patches of vibrant colors: the green of forests, grassland, and fields, the bright red and brilliant yellow of wildflowers, the silver of the sky reflected in lakes and ponds, the snowy white of flocks of sheep...",1,1
910,表面上看，光速飞船计划的死亡有着明显的原因：避免由此产生的曲率驱动航迹提前暴露地球文明的存在，或者提升太阳系在宇宙观察者眼中的危险值，招致更快到来的黑暗森林打击。,"Superficially, research and development of lightspeed spaceflight died for obvious reasons: to avoid advance exposure of the existence of Earth civilization by the trails generated from curvature propulsion, and to prevent increasing the Solar System’s danger value in the eyes of observers elsewhere in the cosmos, either of which might have led to an earlier dark forest strike.",0,0
911,首批将发射三十枚导弹，将三百颗核弹头送入地球轨道，它们的当量从五十万到二百五十万吨级不等。,"This first launch would involve thirty missiles, sending three hundred nuclear warheads with yields ranging from five hundred kilotons to 2.5 megatons into orbit.",0,0
912,谁也不知道乔依娜说的是不是真话，更不知道她是不是受了云天明的启发。,No one knew if she was telling the truth or if Tianming had inspired her.,0,0
913,那时，人类将拥有相对而言足够大的生存空间，两个文明将在太阳系开始新的和平生活。,"By then, humanity would possess adequate living space, and the two civilizations would begin a life of peaceful coexistence.",0,0
914,“你以前没见过？”,“You’ve never seen it before?”,0,0
915,"法官：全部？
洛文斯基：全部。","All of them?

ROVINSKI: All of them.",0,0
916,在整个中学时代，他变得越来越孤僻，越来越敏感，离人群也越来越远。,"Throughout his high school years, he became more and more alone, more and more sensitive, grew further apart from others.",0,0
917,随便吃了些东西后，她便在沙滩上躺下，开始时铺了一张毯子，后来发现直接躺到沙上更舒服。,"After a quick supper, she lay down on the beach—she tried lying on a blanket first, then realized that it was more comfortable to sleep on the sand directly.",0,0
918,无数的饕餮鱼从两侧游过来进入泡沫中，像在进行一场云河中的朝圣。,Innumerable glutton fish approached from both sides and swam into the foam like pilgrims congregating at a river of clouds.,1,1
919,她刚才还透明空灵的心突然抽紧了绞痛起来，像被许多只手抓住。,"Her transparent, empty heart tightened and cramped up, as though squeezed by numerous hands.",-1,-1
920,真正相信黑暗森林理论的是政治家和公众，而后者显然更多是根据自身所处的境遇，选择是相信还是否定它。,"Dark forest theory’s true believers were the politicians and the public, and members of the public mostly chose to believe or disbelieve based on their own situations.",0,0
921,这两次脱险事件——黑暗森林威慑的建立和引力波宇宙广播的启动，有许多共同的特点：它们都是在极少数人的策划下突然发生的，它们的发生依赖于许多平时看似不可能出现的机遇，比如两艘飞船和水滴同时进入四维碎块等；这都是明显的神迹。,"The two miracles, the creation of dark forest deterrence and the initiation of the universal gravitational wave broadcast, shared many characteristics: They both happened under the direction of a small number of individuals; their occurrence depended on a series of improbable coincidences (such as the fact that Gravity, Blue Space, and the droplets all entered the four-dimensional fragment simultaneously)...",0,0
922,你让他们不害怕，因为你是女人，更因为你是一个在她们眼中形象美好的女人。,"You don’t frighten them because you’re a woman, and a woman who seems angelic in their eyes, at that.",1,1
923,“你为什么要求承担这个使命？”,“Why do you want to do this?”,0,0
924,持这一观点的学者还注意到，被画到画里的人对于现实世界是安全的，因而人类数字化也可能是发布宇宙安全声明的一种途径。,"Scholars who held this view also noted that those who had been painted into the paintings were no longer able to harm those in the real world, and so digitizing humanity was perhaps a way to promulgate the cosmic safety notice.",0,0
925,“你到底想说什么？”,“What do you mean?,0,0
926,在广播纪元开始后，大众越来越倾向于认为黑暗森林理论真的是一个宇宙迫害妄想。,"After the commencement of the Broadcast Era, more and more people leaned toward treating dark forest theory as merely a delusion of cosmic persecution.",0,0
927,“蓝色空间”号在黑暗战役中的谋杀嫌疑被推翻，确认为是受到攻击后的正当自卫。,"The charge that Blue Space had committed suspected murder during the dark battles was withdrawn, and replaced with the affirmation that it had acted in justified self-defense after being attacked.",0,0
928,计划的内容是在距太阳足够远的太空中建立人类居住点，以避开太阳爆发。,This plan would involve constructing a human habitat at sufficient distance from the Sun to avoid its explosive destructive power.,0,0
929,“你怎么在这里？”,“What are you doing here?!”,0,0
930,,,,
931,即使没有巨石遮拦，从这里也无法看到五十千米外模拟太阳的氢弹。,"Even without the barrier of the asteroid, it would have been impossible to see the hydrogen bomb simulating the Sun fifty kilometers away.",0,0
932,太空艇转向时，程心看到太阳缓缓移走，然后，群星和银河像一轴展开的长卷般从视野中流过。,"As the dinghy turned, Cheng Xin saw the Sun gradually move away, and then the stars and the Milky Way swept past her vision like a long scroll.",0,0
933,特别是要求人们戴防护手套，以防有人习惯性地点击墙壁试图激活信息窗口。,"In particular, everyone was required to wear protective gloves, lest someone tap a wall out of habit, in an attempt to summon an information window.",0,0
934,面对这个困难，维德同样提出了自己的解决方案：通过PDC，再由它通过联合国，推动尽可能多的国家建立安乐死法律。,"Once again, Wade came up with a unique solution to the difficulty: advocating, through the PDC and then the UN, the passage of euthanasia laws in as many countries as possible.",0,0
935,秘书说完，就从窗口中消失了。,The secretary disappeared from the window.,0,0
936,如果把故事看做一个二维平面，双层隐喻只为真实含义提供了一个坐标，附加的单层隐喻则相当于第二个坐标，把含义在平面上的位置固定下来，所以这个单层隐喻又被称为含义坐标。,"If one viewed the stories as a two-dimensional plane, the dual-layer metaphor only provided one coordinate; the supporting single-layer metaphor provided a second coordinate that fixed the interpretation on the plane.",0,0
937,毫不犹豫地，他按动了手表上的销毁按钮。,"Without hesitation, he pressed the button on his watch.",0,0
938,“你为什么选择光速飞船？”,“Why do you want lightspeed ships?”,0,0
939,这些巨型镜片的制造材料直接取自小行星带。,These gigantic lenses were made from materials taken directly from the asteroid belt.,0,0
940,三个世纪前的那个夜晚，在联合国广场，在纽约灯海的背景上，程心也见过这个黑色的背影。,"On that night three centuries ago at the plaza in front of the UN, Cheng Xin had also seen the back of this black figure against the lights of New York City.",0,0
941,她对AA说要去一趟市政府，然后出门从院子里推了一辆自行车，这是现在移民区中最便捷的交通工具了。,"Telling AA that she needed to visit the city government, she took a bike—the most convenient mode of transportation in the resettlement zones.",0,0
942,也就是说只剩十公斤了！,That’s ten kilograms!,0,0
943,在移民返回过程中，由于粮食短缺和电力中断，澳大利亚几度陷入失控的混乱，也是进入澳大利亚的治安军保证了基本的供给并维持了秩序，保证了大疏散在没有重大伤亡的情况下于四个月内完成。,"During the post-resettlement evacuation of Australia, Australia almost plunged into total chaos multiple times due to the lack of food and electricity, and it was the ESF that maintained order and kept supplies flowing, making it possible to complete the evacuation in four months.",0,0
944,但大脑会很快适应四维环境，无意识地忽略掉大部分细节，只把握事物的大框架。,"But the brain soon grew used to the four-dimensional environment, and without conscious thought it learned to ignore most details, leaving only the frames around objects.",0,0
945,“可就算你到了岛上，又怎么证明自己的身份？”,"“Even if you get to the island, how can you prove you are who you say you are?”",0,0
946,他曾经说，如果有一天政府的那帮杂种来把房子收走，他不会去移民区，在树丛中搭一个遮雨的小草棚就能过下去。,"Once, he said that if the government bastards ever came to take away his house, he would not move to the resettlement zones; instead, he would go into the woods and build himself a shelter out of woven grass.",-1,-1
947,“那个男人，真难想象有那么阴暗那么疯狂那么变态！”,"“It’s hard to imagine a man so dark, so crazy, so perverted.”",-1,-1
948,这些建造中的昂贵飞船有些属于大公司，有些属于超级富豪。,"Some of these luxurious yachts belonged to large companies, and others to extremely wealthy individuals.",0,0
949,在亚光速下，飞船的运动是不可察觉的，宇宙变成了一间没有边际的空旷展厅，群星都像幻觉，飞船是唯一的展品。,"At sub-light speeds, the motion of the ship was undetectable, and the universe turned into one boundless, empty exhibition hall.",1,1
950,“多长时间了？”,“How much longer do we have?”,0,0
951,程心知道，这很可能是她见到的最后一次日出了。,She knew that this could very well be her last sunrise.,-1,-1
952,她最大的错误，就在于没有真正站在敌人的立场上看问题。,Her biggest mistake was not looking at the problem from the perspective of the enemy.,0,0
953, 国王有两个儿子，分别是深水王子和冰沙王子，还有一个女儿：露珠公主。,The king had two sons: Prince Deep Water and Prince Ice Sand.,0,0
954,卫队长从沙滩上找了一只最小的船，用马拖到水边，就在浪花刚舔到船首的地方。,The captain found the smallest boat on the beach and used the horses to drag it to where the waves could just lick it.,0,0
955,像是回答他们的话，战斗警报忽然凄厉地鸣响，仿佛整个星空都在尖叫。,"As if in response to their conversation, the battle alert klaxons blared, sounding like the entire sky full of stars was screaming.",-1,-1
956,“好像有一个办法到墓岛上去！”,“I think there may be a way to get to Tomb Island!”,0,0
957,现在就算加上太空电梯的运力，在一个星期内只能把不到百分之一的地面人口送入近地轨道，能最后踏上木星航程的人还不到千分之一。,"Even with the space elevator, no more than one percent of the population could reach near-Earth orbit within a week.",0,0
958,对于维德，程心知道的只有他的工作资历：先是在CIA，后升任美国国土安全局副局长，然后到这里。,"She knew very little about Wade except his work history: service in the CIA, then deputy secretary of Homeland Security, and finally here.",0,0
959,按照它最后的大致方向，它将在六千多年后掠过第一颗恒星，五百万年后飞出银河系。,"Based on its approximate final heading, it should pass by another star in six thousand years and depart the Milky Way in five million years.",0,0
960,他祝福妹妹，希望她多多向父王学习治国本领，以备将来担当重任。,He congratulated his little sister and said he hoped that she would learn more of the skills for ruling a kingdom from their father so that she could discharge her future duties well.,0,0
961,“好的，我知道了。”,“I know.”,0,0
962,她很少看到他做通常意义上的领导工作，如打电话、看文件、谈话和开会等。,"She rarely saw him perform the tasks that she associated with conventional administration: making phone calls, reading documents, attending meetings, and so forth.",0,0
963,“好像在那里！”,“Look over there!”,0,0
964,“我就不信出不去。,“I don’t think so.,1,1
965,他扎紧束缚带后启动了催眠帽，把睡眠时间设定成半小时。,He buckled his weightlessness belt back on and set the sleep cap for half an hour.,0,0
966,莫沃维奇舰长质问道。,Captain Morovich demanded.,0,0
967,为什么三维宇宙中会有这么多的四维碎块？”,Why are there so many four-dimensional fragments in three-dimensional space?”,0,0
968,她的衣服破了，上面满是尘土，头发蓬乱，脸上有两三道很像是自己抓出的血痕。,"Her clothes were torn and dirty and her hair unkempt; a few bloody scratch marks crossed her face, perhaps self-inflicted.",-1,-1
969,极度的疲惫和情感的浪潮同时淹没了她，面对着下方越来越近的蓝色地球，她哭了起来。,"Extreme exhaustion and waves of emotion overwhelmed her, and as she faced the approaching blue sphere of the Earth, she began to cry.",-1,-1
970,“我们得到的情报分为两大部分，一部分是云天明与程心博士的对话，另一部分是他讲的三个故事。,"“In total, we gathered two pieces of intelligence: the conversation between Dr. Cheng and Yun Tianming, and the three stories he told.",0,0
971,“我们还有多长时间？”,“How long has it been?”,0,0
972,他把弓抽回来，发现它完好无损。,He pulled the bow back and saw that it was undamaged.,0,0
973,“你在做什么？”,“What are you doing here?”,0,0
974,直到王子和公主长大。,Until the princes and the princess grew up.,0,0
975,库克船长在五个世纪前发现澳大利亚时做梦也想不到，有一天全人类会聚集到这块曾经无比空旷的大陆上。,"When James Cook had discovered Australia five centuries ago, he could never have imagined that, one day, all of humanity would be gathered on this empty, vast continent.",0,0
976,"“我有个条件。”
“说。”","“I have one condition.”

“Speak.”",0,0
977,他的膝上放着一把“迪杰里多”，那是澳大利亚一种土著乐器，用挖空的粗树枝做成，有一米多长。,"On his knees lay a didgeridoo, an Aboriginal instrument made from a thick, hollowed-out branch about a meter long.",0,0
978,“你能看到我吗？”,“You see him?”,0,0
979,在农业工厂里，经过基因改造的农作物以高出传统农作物几十倍的速度生长，但自然的光照不可能为这种生长提供足够的能量，只能使用人工产生的超强光照，这就需要大量的电力。,"In these factories, genetically modified crops grew at rates orders of magnitude above traditional crops, but natural lighting was insufficient to power such growth, so ultrabright artificial lights had to be used.",0,0
980,她也曾问过妈妈：爸爸在哪儿？,She had asked her mother where her father was.,0,0
981,当太阳完全升出弧形地平线时，地球向阳的一侧被照亮成一个巨大的下弦月形状。,"By the time the Sun had completely emerged from the curved horizon, the side of the Earth facing the Sun turned into a giant crescent.",0,0
982,何博士把鼠标指针放到那个亮点上，旁边立刻显示出一长串字符：DX3906。,"Dr. He moved the mouse pointer over the glowing dot, and a string of letters and numbers appeared next to it: DX3906.",0,0
983,“阿姨，他们在下面会死吗？”,"“Auntie, are they going to die on the surface?”",-1,-1
984,许多人到医院来看望程心，有政府、联合国和舰队的官员，社会各界的人士，当然也有AA和她的朋友们。,"Many people came to visit Cheng Xin at the hospital: officials from the government, the UN, and the Solar System Fleet; members of the public; and, of course, AA and her friends.",0,0
985,如果没有威慑，‘蓝色空间’号现在就是人类延续的唯一希望。,"Without deterrence, Blue Space would be humankind’s only hope.",0,0
986,“难道他真的长了翅膀？”,“Did he have wings?”,0,0
987,三个世纪前他送给了程心一颗星星，三个世纪后他又带给人类一个希望。,"Three centuries ago, he had given Cheng Xin a star; now, he brought hope to the human race.",1,1
988,与会的有三十多人，除了程心，还有两个公元人，他们是曾经的执剑人候选人中的两位：加速器工程师毕云峰和物理学家曹彬。,"Other than Cheng Xin, two other Common Era individuals were also present: the particle-accelerator engineer Bi Yunfeng and the physicist Cao Bin—both former candidates for the Swordholder position.",0,0
989,“她没拿到应该拿的东西吧？”,"“She hasn’t retrieved what we wanted, has she?”",0,0
990,在接下来的十几天里，关一帆沉浸在思考和计算中，科学军官们也在热烈讨论。,"During the next dozen or so days, Guan Yifan was absorbed in deep thought and calculations, and the science officers engaged in vigorous debates.",0,0
991,最近的“水星”距“太阳”四千米，最远的“海王星”则与“太阳”相距三百千米。,"“Mercury,” which was closest, was about four kilometers from the “Sun,” and “Neptune,” which was farthest, was about three hundred kilometers away.",0,0
992,初步分析认为，重要的信息都隐藏在三个故事中，对话部分可解读的东西并不多。,Preliminary analysis points to the important information being hidden entirely within the three stories.,0,0
993,“对，雪白的帆。”,"“Yes, with snow-white sails.”",0,0
